# angle in degree, follower displacement, angle in radian, cam radial distance
2.860000000000000000e+02,3.920000000000000706e-01,4.991641660703782790e+00,1.039199999999999946e+01
2.870000000000000000e+02,3.380000000000000226e-01,5.009094953223725888e+00,1.033799999999999919e+01
2.880000000000000000e+02,2.879999999999999782e-01,5.026548245743668986e+00,1.028800000000000026e+01
2.890000000000000000e+02,2.419999999999999651e-01,5.044001538263612083e+00,1.024199999999999910e+01
2.900000000000000000e+02,1.999999999999999001e-01,5.061454830783556069e+00,1.019999999999999929e+01
2.910000000000000000e+02,1.619999999999998941e-01,5.078908123303499167e+00,1.016199999999999903e+01
2.920000000000000000e+02,1.279999999999998639e-01,5.096361415823442265e+00,1.012800000000000011e+01
2.930000000000000000e+02,9.799999999999986500e-02,5.113814708343385362e+00,1.009799999999999898e+01
2.940000000000000000e+02,7.200000000000013334e-02,5.131268000863328460e+00,1.007200000000000095e+01
2.950000000000000000e+02,5.000000000000008604e-02,5.148721293383272446e+00,1.005000000000000071e+01
2.960000000000000000e+02,3.200000000000005618e-02,5.166174585903215544e+00,1.003200000000000003e+01
2.970000000000000000e+02,1.800000000000003333e-02,5.183627878423158641e+00,1.001800000000000068e+01
2.980000000000000000e+02,8.000000000000014044e-03,5.201081170943101739e+00,1.000800000000000090e+01
2.990000000000000000e+02,2.000000000000003511e-03,5.218534463463045725e+00,1.000200000000000067e+01
3.000000000000000000e+02,0.000000000000000000e+00,5.235987755982988823e+00,1.000000000000000000e+01
3.010000000000000000e+02,0.000000000000000000e+00,5.253441048502931920e+00,1.000000000000000000e+01
3.020000000000000000e+02,0.000000000000000000e+00,5.270894341022875018e+00,1.000000000000000000e+01
3.030000000000000000e+02,0.000000000000000000e+00,5.288347633542818116e+00,1.000000000000000000e+01
3.040000000000000000e+02,0.000000000000000000e+00,5.305800926062762102e+00,1.000000000000000000e+01
3.050000000000000000e+02,0.000000000000000000e+00,5.323254218582705199e+00,1.000000000000000000e+01
3.060000000000000000e+02,0.000000000000000000e+00,5.340707511102648297e+00,1.000000000000000000e+01
3.070000000000000000e+02,0.000000000000000000e+00,5.358160803622591395e+00,1.000000000000000000e+01
3.080000000000000000e+02,0.000000000000000000e+00,5.375614096142535381e+00,1.000000000000000000e+01
3.090000000000000000e+02,0.000000000000000000e+00,5.393067388662478479e+00,1.000000000000000000e+01
3.100000000000000000e+02,0.000000000000000000e+00,5.410520681182421576e+00,1.000000000000000000e+01
3.110000000000000000e+02,0.000000000000000000e+00,5.427973973702364674e+00,1.000000000000000000e+01
3.120000000000000000e+02,0.000000000000000000e+00,5.445427266222307772e+00,1.000000000000000000e+01
3.130000000000000000e+02,0.000000000000000000e+00,5.462880558742251758e+00,1.000000000000000000e+01
3.140000000000000000e+02,0.000000000000000000e+00,5.480333851262194855e+00,1.000000000000000000e+01
3.150000000000000000e+02,0.000000000000000000e+00,5.497787143782137953e+00,1.000000000000000000e+01
3.160000000000000000e+02,0.000000000000000000e+00,5.515240436302081051e+00,1.000000000000000000e+01
3.170000000000000000e+02,0.000000000000000000e+00,5.532693728822025037e+00,1.000000000000000000e+01
3.180000000000000000e+02,0.000000000000000000e+00,5.550147021341968134e+00,1.000000000000000000e+01
3.190000000000000000e+02,0.000000000000000000e+00,5.567600313861911232e+00,1.000000000000000000e+01
3.200000000000000000e+02,0.000000000000000000e+00,5.585053606381854330e+00,1.000000000000000000e+01
3.210000000000000000e+02,0.000000000000000000e+00,5.602506898901797427e+00,1.000000000000000000e+01
3.220000000000000000e+02,0.000000000000000000e+00,5.619960191421741413e+00,1.000000000000000000e+01
3.230000000000000000e+02,0.000000000000000000e+00,5.637413483941684511e+00,1.000000000000000000e+01
3.240000000000000000e+02,0.000000000000000000e+00,5.654866776461627609e+00,1.000000000000000000e+01
3.250000000000000000e+02,0.000000000000000000e+00,5.672320068981570707e+00,1.000000000000000000e+01
3.260000000000000000e+02,0.000000000000000000e+00,5.689773361501514692e+00,1.000000000000000000e+01
3.270000000000000000e+02,0.000000000000000000e+00,5.707226654021457790e+00,1.000000000000000000e+01
3.280000000000000000e+02,0.000000000000000000e+00,5.724679946541400888e+00,1.000000000000000000e+01
3.290000000000000000e+02,0.000000000000000000e+00,5.742133239061343986e+00,1.000000000000000000e+01
3.300000000000000000e+02,0.000000000000000000e+00,5.759586531581287083e+00,1.000000000000000000e+01
3.310000000000000000e+02,0.000000000000000000e+00,5.777039824101231069e+00,1.000000000000000000e+01
3.320000000000000000e+02,0.000000000000000000e+00,5.794493116621174167e+00,1.000000000000000000e+01
3.330000000000000000e+02,0.000000000000000000e+00,5.811946409141117265e+00,1.000000000000000000e+01
3.340000000000000000e+02,0.000000000000000000e+00,5.829399701661060362e+00,1.000000000000000000e+01
3.350000000000000000e+02,0.000000000000000000e+00,5.846852994181004348e+00,1.000000000000000000e+01
3.360000000000000000e+02,0.000000000000000000e+00,5.864306286700947446e+00,1.000000000000000000e+01
3.370000000000000000e+02,0.000000000000000000e+00,5.881759579220890544e+00,1.000000000000000000e+01
3.380000000000000000e+02,0.000000000000000000e+00,5.899212871740833641e+00,1.000000000000000000e+01
3.390000000000000000e+02,0.000000000000000000e+00,5.916666164260776739e+00,1.000000000000000000e+01
3.400000000000000000e+02,0.000000000000000000e+00,5.934119456780720725e+00,1.000000000000000000e+01
3.410000000000000000e+02,0.000000000000000000e+00,5.951572749300663823e+00,1.000000000000000000e+01
3.420000000000000000e+02,0.000000000000000000e+00,5.969026041820606920e+00,1.000000000000000000e+01
3.430000000000000000e+02,0.000000000000000000e+00,5.986479334340550018e+00,1.000000000000000000e+01
3.440000000000000000e+02,0.000000000000000000e+00,6.003932626860494004e+00,1.000000000000000000e+01
3.450000000000000000e+02,0.000000000000000000e+00,6.021385919380437102e+00,1.000000000000000000e+01
3.460000000000000000e+02,0.000000000000000000e+00,6.038839211900380199e+00,1.000000000000000000e+01
3.470000000000000000e+02,0.000000000000000000e+00,6.056292504420323297e+00,1.000000000000000000e+01
3.480000000000000000e+02,0.000000000000000000e+00,6.073745796940266395e+00,1.000000000000000000e+01
3.490000000000000000e+02,0.000000000000000000e+00,6.091199089460210381e+00,1.000000000000000000e+01
3.500000000000000000e+02,0.000000000000000000e+00,6.108652381980153478e+00,1.000000000000000000e+01
3.510000000000000000e+02,0.000000000000000000e+00,6.126105674500096576e+00,1.000000000000000000e+01
3.520000000000000000e+02,0.000000000000000000e+00,6.143558967020039674e+00,1.000000000000000000e+01
3.530000000000000000e+02,0.000000000000000000e+00,6.161012259539983660e+00,1.000000000000000000e+01
3.540000000000000000e+02,0.000000000000000000e+00,6.178465552059926758e+00,1.000000000000000000e+01
3.550000000000000000e+02,0.000000000000000000e+00,6.195918844579869855e+00,1.000000000000000000e+01
3.560000000000000000e+02,0.000000000000000000e+00,6.213372137099812953e+00,1.000000000000000000e+01
3.570000000000000000e+02,0.000000000000000000e+00,6.230825429619756051e+00,1.000000000000000000e+01
3.580000000000000000e+02,0.000000000000000000e+00,6.248278722139700037e+00,1.000000000000000000e+01
3.590000000000000000e+02,0.000000000000000000e+00,6.265732014659643134e+00,1.000000000000000000e+01
